,EEX-ITALIAN BL M CONT - SETT. PRICE,EEX-ITALIAN BL M CON.LTDT - SETT. PRICE,EEX-ITALIAN BL M CON.WVOL - SETT. PRICE,EEX-ITALIAN BL M CONT.VOL - SETT. PRICE,EEX-ITALIAN BL M CONT.IDX - SETT. PRICE,EEX-ITALIAN BL M CONT.AVG - SETT. PRICE
15/01/2015,52.14,52.1,52.14,52.14,109.6,49.24
16/01/2015,50.34,51.39,50.34,50.34,108.11,48.15
19/01/2015,49.28,51.26,49.28,49.28,107.84,47.61
20/01/2015,49.29,51.13,49.29,49.29,107.56,47.46
21/01/2015,49.38,50.94,49.38,49.38,107.16,47.57
22/01/2015,49.49,50.67,49.49,49.49,106.59,47.49
23/01/2015,49.53,50.69,49.53,49.53,106.64,47.61
26/01/2015,49.77,50.67,49.77,49.77,106.59,47.53
27/01/2015,49.75,50.67,49.75,49.75,106.59,47.65
28/01/2015,49.75,50.7,49.75,49.75,106.66,47.64
29/01/2015,52.53,50.67,52.53,52.53,106.59,48.92
30/01/2015,52.6,51.1,52.6,52.6,107.5,49.05
02/02/2015,47.7,52.76,47.74,47.7,107.83,46.81
03/02/2015,47,50.79,47,47,103.8,45.98
04/02/2015,46.28,50.52,46.28,46.28,103.25,45.66
05/02/2015,47.95,52.62,47.95,47.95,107.54,47.07
06/02/2015,48.18,52.9,48.18,48.18,108.11,47.29
09/02/2015,47.75,53.94,47.75,47.75,110.24,47.4
10/02/2015,49.36,53.47,49.36,49.36,109.28,48.58
11/02/2015,49.47,53.77,49.47,49.47,109.89,48.72
12/02/2015,51.45,53.6,51.45,51.45,109.54,49.72
13/02/2015,51.85,54.58,51.85,51.85,111.55,50.27
16/02/2015,50.75,53.44,50.75,50.75,109.22,49.77
17/02/2015,49.48,53.08,49.48,49.48,108.48,49.1
18/02/2015,49.85,53.65,49.85,49.85,109.64,49.56
19/02/2015,48.88,53.39,48.88,48.88,109.11,48.84
20/02/2015,49.67,53.65,49.67,49.67,109.64,49.3
23/02/2015,48.85,54.28,48.85,48.85,110.93,48.91
24/02/2015,50.08,54.12,50.08,50.08,110.61,49.46
25/02/2015,51.53,54.43,51.53,51.53,111.24,50.3
26/02/2015,53.1,54.49,53.1,53.1,111.36,50.88
27/02/2015,51.9,54.5,51.9,51.9,111.38,50.39
02/03/2015,47.32,49.9,47.32,47.32,107.09,47.98
03/03/2015,46.98,49.72,46.98,46.98,106.7,47.75
04/03/2015,46.92,49.17,46.92,46.92,105.52,47.55
05/03/2015,46.13,48.38,46.13,46.13,103.83,46.97
06/03/2015,45.39,48.05,45.39,45.39,103.12,46.08
09/03/2015,45.97,48.73,45.97,45.97,104.58,46.76
10/03/2015,45.96,49.12,45.96,45.96,105.42,46.9
11/03/2015,46.73,49.2,46.73,46.73,105.59,47.26
12/03/2015,46.88,49.29,46.88,46.88,105.78,47.51
13/03/2015,46.45,49.4,46.45,46.45,106.02,47.27
16/03/2015,46.03,50.16,46.03,46.03,107.65,47.18
17/03/2015,46.08,50.37,46.08,46.08,108.1,46.97
18/03/2015,46.58,50.52,46.58,46.58,108.42,47.29
19/03/2015,46.44,50.31,46.44,46.44,107.97,47.15
20/03/2015,46.22,50.25,46.22,46.22,107.84,47.03
23/03/2015,46.5,50.67,46.5,46.5,108.74,47.35
24/03/2015,47.13,50.7,47.13,47.13,108.81,47.73
25/03/2015,46.99,50.73,46.99,46.99,108.87,47.64
26/03/2015,47.38,50.68,47.38,47.38,108.76,48.2
27/03/2015,47.64,50.38,47.64,47.64,108.12,48.26
30/03/2015,47.32,49.99,47.32,47.32,107.28,47.44
31/03/2015,46.45,46.45,46.45,44.85,105.31,46.99
01/04/2015,45.15,46.98,45.15,45.15,106.51,47.29
02/04/2015,44.88,45.84,44.88,44.88,103.93,47.12
03/04/2015,44.88,45.84,44.88,44.88,103.93,47.12
06/04/2015,44.88,45.84,44.88,44.88,103.93,47.12
07/04/2015,44.38,44.98,44.38,44.38,101.98,46.85
08/04/2015,44.9,45.95,44.9,44.9,104.18,47.9
09/04/2015,45.63,46.43,45.63,45.63,105.27,48.38
10/04/2015,45.64,46.75,45.64,45.64,105.99,48.34
13/04/2015,46.33,47.24,46.33,46.33,107.1,48.93
14/04/2015,46.18,47.12,46.18,46.18,106.83,48.75
15/04/2015,46.22,47.23,46.22,46.22,107.08,49.01
16/04/2015,46.14,47.94,46.14,46.14,108.69,48.9
17/04/2015,45.78,47.06,45.78,45.78,106.69,48.3
20/04/2015,45.8,47.08,45.8,45.8,106.74,48.41
21/04/2015,46.13,47.11,46.13,46.13,106.81,48.61
22/04/2015,46.44,47.49,46.44,46.44,107.67,48.88
23/04/2015,46.75,47.5,46.75,46.75,107.69,49.04
24/04/2015,47.23,47.63,47.23,47.23,107.99,49.21
27/04/2015,47.34,47.81,47.34,47.34,108.39,49.43
28/04/2015,47.19,47.88,47.19,47.19,108.55,49.12
29/04/2015,47.13,47.84,47.13,47.13,108.46,49.13
30/04/2015,46.5,46.5,46.5,47.75,107.01,48.93
01/05/2015,46.5,46.5,46.5,47.75,107.01,48.93
04/05/2015,47.73,47.72,47.73,47.73,109.82,49
05/05/2015,48.25,47.96,48.25,48.25,110.37,49.21
06/05/2015,47.88,47.24,47.88,47.88,108.72,49
07/05/2015,47.57,46.75,47.57,47.57,107.59,48.77
08/05/2015,47.49,47.1,47.49,47.49,108.39,48.72
11/05/2015,47.88,47.08,47.88,47.88,108.35,49.37
12/05/2015,47.75,47.14,47.75,47.75,108.48,49.29
13/05/2015,47.96,46.71,47.96,47.96,107.5,49.5
14/05/2015,47.53,47.02,47.53,47.53,108.21,49.36
15/05/2015,47.73,47.45,47.73,47.73,109.2,49.46
18/05/2015,47.75,47.48,47.75,47.75,109.27,49.52
19/05/2015,47.35,47.33,47.35,47.35,108.92,49.49
20/05/2015,47.55,47.35,47.55,47.55,108.97,49.62
21/05/2015,47.85,47.34,47.85,47.85,108.95,49.64
22/05/2015,47.6,47.27,47.6,47.6,108.78,49.63
25/05/2015,47.6,47.27,47.6,47.6,108.78,49.63
26/05/2015,47.98,47.12,47.98,47.98,108.44,49.92
27/05/2015,47.88,47.24,47.88,47.88,108.72,49.79
28/05/2015,48.35,47.36,48.35,48.35,108.99,50.05
29/05/2015,48.5,47.25,48.5,48.5,108.74,49.98
01/06/2015,51.54,48.69,51.54,51.54,109.16,50.69
02/06/2015,51.8,49.37,50.58,51.8,110.69,51.08
03/06/2015,52.43,50.76,52.43,52.43,113.8,51.48
04/06/2015,52.18,50.57,52.18,52.18,113.38,51.29
05/06/2015,52.04,50.58,52.04,52.04,113.4,51.26
08/06/2015,52.12,50.02,52.12,52.12,112.15,51.38
09/06/2015,51.78,49.23,51.78,51.78,110.37,51.03
10/06/2015,52.06,48.81,52.06,52.06,109.43,51.15
11/06/2015,51.72,48.97,51.72,51.72,109.79,51.11
12/06/2015,51.78,49.55,51.78,51.78,111.09,51.03
15/06/2015,52.14,50.08,52.14,52.14,112.28,51.33
16/06/2015,52.1,50.2,52.1,52.1,112.55,51.39
17/06/2015,52.02,50.29,52.02,52.02,112.75,51.39
18/06/2015,52.05,49.87,52.05,52.05,111.81,51.3
19/06/2015,52.29,49.69,52.29,52.29,111.41,51.47
22/06/2015,52.36,49.21,52.36,52.36,110.33,51.54
23/06/2015,52.49,49.32,52.49,52.49,110.58,51.53
24/06/2015,52.44,48.89,52.44,52.44,109.61,51.55
25/06/2015,52.54,48.87,52.54,52.54,109.57,51.57
26/06/2015,53.13,48.79,53.13,53.13,109.39,51.79
29/06/2015,53.77,48.64,53.77,53.77,109.05,51.98
30/06/2015,53.21,53.21,53.21,51.2,107.92,52.21
01/07/2015,51.45,54.03,51.45,51.45,109.58,52.63
02/07/2015,51.6,53.35,51.6,51.6,108.2,52.47
03/07/2015,51.55,52.59,51.55,51.55,106.66,52.47
06/07/2015,51.5,54.44,51.5,51.5,110.41,52.69
07/07/2015,51.85,55.97,51.85,51.85,113.51,52.87
08/07/2015,52.22,58.56,52.22,52.22,118.77,53.27
09/07/2015,52.14,57.29,52.14,52.14,116.19,53.05
10/07/2015,52.63,57.77,52.63,52.63,117.16,53.34
13/07/2015,55.01,62.07,55.01,55.01,125.89,55
14/07/2015,56.17,63.97,56.17,56.17,129.74,55.73
15/07/2015,55.57,63.88,55.57,55.57,129.56,55.51
16/07/2015,55.48,63.88,55.48,55.48,129.56,55.56
17/07/2015,55.8,64.38,55.8,55.8,130.57,55.94
20/07/2015,57.15,64.96,57.15,57.15,131.75,56.53
21/07/2015,58.03,68.14,58.03,58.03,138.2,57.42
22/07/2015,58.43,69.72,58.43,58.43,141.4,57.47
23/07/2015,56.27,67.74,56.27,56.27,137.38,56.36
24/07/2015,54.75,67.4,54.75,54.75,136.7,55.81
27/07/2015,54.78,66.95,54.78,54.78,135.78,55.76
28/07/2015,55.88,67.9,55.88,55.88,137.71,56.43
29/07/2015,56.4,67.77,56.4,56.4,137.45,56.65
30/07/2015,57.53,67.77,57.53,57.53,137.45,57.01
31/07/2015,57.5,57.5,57.5,57.5,137.37,54.49
03/08/2015,54.75,56.53,54.75,54.75,135.06,54.01
04/08/2015,55,56.97,55,55,136.11,54.11
05/08/2015,54.7,56.9,54.7,54.7,135.94,54.04
06/08/2015,54.73,57.34,54.73,54.73,136.99,54.3
07/08/2015,54.3,57.03,54.3,54.3,136.25,53.94
10/08/2015,53.57,55.31,53.57,53.57,132.14,53.38
11/08/2015,53.43,55.13,53.43,53.43,131.71,53.4
12/08/2015,52.78,54.64,52.78,52.78,130.54,53
13/08/2015,52.43,53.95,52.43,52.43,128.89,52.71
14/08/2015,51.87,53.47,51.87,51.87,127.75,52.38
17/08/2015,52.03,53.24,52.03,52.03,127.2,52.41
18/08/2015,52.13,53.39,52.13,52.13,127.55,52.49
19/08/2015,51.95,52.81,51.95,51.95,126.17,52.29
20/08/2015,52,52.92,52,52,126.43,52.11
21/08/2015,51.98,52.92,51.98,51.98,126.43,51.82
24/08/2015,51.75,52.54,51.75,51.75,125.52,51.1
25/08/2015,51.9,52.79,51.9,51.9,126.12,51.53
26/08/2015,51.68,52.4,51.68,51.68,125.19,51.29
27/08/2015,51.9,52.64,51.9,51.9,125.76,51.58
28/08/2015,52.05,52.67,52.05,52.05,125.83,51.71
31/08/2015,52.38,52.72,52.38,52.38,125.95,51.96
01/09/2015,51.77,51.97,51.77,51.77,124.97,51.66
02/09/2015,51.13,50.31,51.13,51.13,120.98,50.95
03/09/2015,51.24,50.91,51.24,51.24,122.42,51.27
04/09/2015,51.08,51.95,51.08,51.08,124.92,51.32
07/09/2015,50.49,50.82,50.49,50.49,122.2,50.79
08/09/2015,50.42,51.07,50.42,50.42,122.8,50.9
09/09/2015,50.71,51.45,50.71,50.71,123.72,51.2
10/09/2015,50.69,52.13,50.69,50.69,125.35,51.34
11/09/2015,50.45,51.86,50.45,50.45,124.7,51.19
14/09/2015,49.9,50.84,49.9,49.9,122.25,50.69
15/09/2015,49.7,50.86,49.7,49.7,122.3,50.65
16/09/2015,49.97,51.18,49.97,49.97,123.07,50.88
17/09/2015,49.59,50.24,49.59,49.59,120.81,50.45
18/09/2015,48.87,49.93,48.87,48.87,120.06,49.98
21/09/2015,47.99,49.77,47.99,47.99,119.68,49.52
22/09/2015,47.97,49.74,47.97,47.97,119.61,49.6
23/09/2015,47.81,49.7,47.81,47.81,119.51,49.39
24/09/2015,47.41,49.53,47.41,47.41,119.1,49.02
25/09/2015,47.39,49.49,47.39,47.39,119,48.96
28/09/2015,46.38,49.43,46.38,46.38,118.86,48.27
29/09/2015,46.68,49.39,46.68,46.68,118.76,48.24
30/09/2015,47,47,47,47,119.58,48.28
01/10/2015,48.47,47.33,48.47,48.47,120.42,48.8
02/10/2015,47.5,46.68,47.5,47.5,118.76,47.87
05/10/2015,47.95,47.14,47.95,47.95,119.93,48.42
06/10/2015,48.22,47.48,48.22,48.22,120.8,48.62
07/10/2015,48.19,47.31,48.19,48.19,120.37,48.57
08/10/2015,48.38,47.55,48.38,48.38,120.98,48.66
09/10/2015,48.3,47.27,48.3,48.3,120.26,48.55
12/10/2015,48.02,47.31,48.02,48.02,120.37,48.49
13/10/2015,47.14,47.07,47.14,47.14,119.76,47.89
14/10/2015,46.83,46.71,46.83,46.83,118.84,47.46
15/10/2015,46.75,46.92,46.75,46.75,119.37,47.52
16/10/2015,46.55,46.82,46.55,46.55,119.12,47.42
19/10/2015,47.04,47.26,47.04,47.04,120.24,47.86
20/10/2015,46.49,47.21,46.49,46.49,120.11,47.48
21/10/2015,46.1,47.14,46.1,46.1,119.93,47.17
22/10/2015,46.53,47.37,46.53,46.53,120.52,47.43
23/10/2015,46.85,47.81,46.85,46.85,121.64,47.79
26/10/2015,47.27,47.81,47.27,47.27,121.64,47.8
27/10/2015,48.1,47.86,48.1,48.1,121.77,48.32
28/10/2015,48.28,47.97,48.28,48.28,122.05,48.31
29/10/2015,48.02,47.83,48.02,48.02,121.69,48.29
30/10/2015,47.32,47.66,47.32,47.32,121.26,47.79
02/11/2015,46.68,46.18,46.65,46.68,118.34,47.11
03/11/2015,46.63,46.36,46.63,46.63,118.8,47.13
04/11/2015,46.94,46.93,46.94,46.94,120.26,47.57
05/11/2015,46.82,46.83,46.82,46.82,120,46.73
06/11/2015,47.05,47.21,47.05,47.05,120.98,46.82
09/11/2015,47.43,49.51,47.43,47.43,126.87,47.37
10/11/2015,47.49,49.05,47.49,47.49,125.69,47.35
11/11/2015,46.98,48.76,46.98,46.98,124.95,47
12/11/2015,46.87,49.27,46.87,46.87,126.25,47.02
13/11/2015,47.5,49.64,47.5,47.5,127.2,47.53
16/11/2015,48.65,51.77,48.65,48.65,132.66,48.54
17/11/2015,50,53.82,50,50,137.91,49.66
18/11/2015,49.32,53.69,49.32,49.32,137.58,49.27
19/11/2015,50.19,53.75,50.19,50.19,137.73,49.8
20/11/2015,49.93,53.85,49.93,49.93,137.99,49.57
23/11/2015,49.32,54.04,49.32,49.32,138.48,49.3
24/11/2015,50.09,54.44,50.09,50.09,139.5,49.99
25/11/2015,50.28,54.25,50.28,50.28,139.02,49.98
26/11/2015,51.13,54.55,51.13,51.13,139.78,50.49
27/11/2015,53,55.26,53,53,141.6,51.19
30/11/2015,54.87,55.08,54.87,54.87,141.14,52.27
01/12/2015,52.5,55.74,52.5,52.5,143.38,52.32
02/12/2015,51.51,54.91,51.51,51.51,141.24,51.04
03/12/2015,51.28,55.5,51.28,51.28,142.76,50.96
04/12/2015,52.18,56.85,52.18,52.18,146.24,51.73
07/12/2015,51.75,56.07,51.75,51.75,144.23,50.98
08/12/2015,50.99,55.64,50.99,50.99,143.12,50.75
09/12/2015,51.46,56.25,51.46,51.46,144.69,51.15
10/12/2015,51.84,56.32,51.84,51.84,144.87,51.38
11/12/2015,52.02,56.64,52.02,52.02,145.7,51.8
14/12/2015,51.75,56.23,51.75,51.75,144.64,51.44
15/12/2015,53.19,57.67,53.19,53.19,148.34,52.92
16/12/2015,54.33,57.99,54.33,54.33,149.17,51.57
17/12/2015,53.99,57.92,53.99,53.99,148.99,51.24
18/12/2015,52.74,56.84,52.74,52.74,146.21,50.44
21/12/2015,51.48,56.28,51.48,51.48,144.77,49.93
22/12/2015,51.52,56.35,51.52,51.52,144.95,50.06
23/12/2015,51.15,56.01,51.15,51.15,144.07,49.97
24/12/2015,51.15,56.01,51.15,51.15,144.07,49.97
25/12/2015,51.15,56.01,51.15,51.15,144.07,49.97
28/12/2015,51.13,55.53,51.13,51.13,142.84,50.08
29/12/2015,51.6,55.49,51.6,51.6,142.74,50.58
30/12/2015,51.5,55.66,51.5,51.5,143.17,50.48
31/12/2015,51.5,55.66,51.5,51.5,143.17,50.48
01/01/2016,51.5,55.66,51.5,51.5,143.17,50.48
04/01/2016,51.81,48.65,50.07,48.65,135.25,47.79
05/01/2016,51.75,49.8,51.75,51.75,138.45,48.25
06/01/2016,52.29,50.91,52.29,52.29,141.53,48.71
07/01/2016,52.68,50.37,52.68,52.68,140.03,48.81
08/01/2016,51.44,48.58,51.44,51.44,135.06,47.59
11/01/2016,50.13,48.3,50.13,50.13,134.28,46.4
12/01/2016,48.55,47.32,48.55,48.55,131.55,44.76
13/01/2016,47.88,46.53,47.88,47.88,129.36,44.27
14/01/2016,46.19,46.33,46.19,46.19,128.8,43.29
15/01/2016,44.82,45.97,44.82,44.82,127.8,42.75
18/01/2016,45.99,48.28,45.99,45.99,134.22,43.99
19/01/2016,45.83,47.57,45.83,45.83,132.25,43.63
20/01/2016,44.71,47.43,44.71,44.71,131.86,43.15
21/01/2016,43.98,47.06,43.98,43.98,130.83,42.59
22/01/2016,45.5,47.41,45.5,45.5,131.8,43.66
25/01/2016,44.6,46.85,44.6,44.6,130.25,43.15
26/01/2016,43.83,46.69,43.83,43.83,129.8,42.68
27/01/2016,44.15,46.71,44.15,44.15,129.86,43.16
28/01/2016,44.24,46.66,44.24,44.24,129.72,43.39
29/01/2016,43.7,46.66,43.7,43.7,129.72,42.98
01/02/2016,39.62,39.95,39.62,39.62,118.59,38.74
02/02/2016,38.36,38.42,38.36,38.36,114.05,37.85
03/02/2016,38.73,38.56,38.73,38.73,114.46,38.02
04/02/2016,37.8,37.91,37.8,37.8,112.53,38.36
05/02/2016,36.44,38.03,36.44,36.44,112.89,37.62
08/02/2016,36.41,37.69,36.41,36.41,111.88,37.46
09/02/2016,36.68,38.05,36.68,36.68,112.95,37.51
10/02/2016,36.45,37.93,36.45,36.45,112.59,37.27
11/02/2016,36.05,37.78,36.05,36.05,112.15,37
12/02/2016,35.98,37.49,35.98,35.98,111.28,36.93
15/02/2016,35.44,38.02,35.44,35.44,112.86,37.07
16/02/2016,34.94,37.61,34.94,34.94,111.64,36.7
17/02/2016,34.65,37.37,34.65,34.65,110.93,36.63
18/02/2016,35.22,37.3,35.22,35.22,110.72,37.07
19/02/2016,34.99,37.51,34.99,34.99,111.34,36.84
22/02/2016,35.63,37.23,35.63,35.63,110.51,37.02
23/02/2016,35.42,37.1,35.42,35.42,110.13,36.78
24/02/2016,34.72,36.98,34.72,34.72,109.77,36.18
25/02/2016,34.7,37.02,34.7,34.7,109.89,36.08
26/02/2016,34.63,37.02,34.63,34.63,109.89,36.15
29/02/2016,34.02,36.97,34.02,34.02,109.74,35.66
01/03/2016,32.47,33.71,32.47,32.47,108.74,35.03
02/03/2016,32.57,33.95,32.57,32.57,109.52,35.54
03/03/2016,32.35,34.02,32.35,32.35,109.74,35.39
04/03/2016,32.22,33.61,32.22,32.22,108.42,35.11
07/03/2016,32.35,34.32,32.35,32.35,110.71,35.51
08/03/2016,32.42,34.39,32.42,32.42,110.93,35.25
09/03/2016,32.69,34.73,32.69,32.69,112.03,35.61
10/03/2016,32.51,34.48,32.51,32.51,111.23,35.23
11/03/2016,32.58,34.72,32.58,32.58,112,35.36
14/03/2016,32.32,34.94,32.32,32.32,112.71,35.03
15/03/2016,32.7,34.96,32.7,32.7,112.77,35.01
16/03/2016,32.79,35.02,32.79,32.79,112.97,35.18
17/03/2016,33.32,35.4,33.32,33.32,114.19,35.49
18/03/2016,33.53,35.44,33.53,33.53,114.32,35.85
21/03/2016,33.26,35.37,33.26,33.26,114.1,35.62
22/03/2016,33.07,35.24,33.07,33.07,113.68,35.51
23/03/2016,32.95,35.12,32.95,32.95,113.29,35.38
24/03/2016,33.07,35.08,33.07,33.07,113.16,35.38
25/03/2016,33.07,35.08,33.07,33.07,113.16,35.38
28/03/2016,33.07,35.08,33.07,33.07,113.16,35.38
29/03/2016,33.37,35.23,33.37,33.37,113.64,35.46
30/03/2016,33.33,35.22,33.33,33.33,113.61,35.51
31/03/2016,33.48,33.48,33.48,33.05,114.12,35.68
01/04/2016,32.98,33.42,32.98,32.98,113.92,36.19
04/04/2016,32.71,32.74,32.71,32.71,111.6,35.64
05/04/2016,32.3,32.38,32.3,32.3,110.37,35.3
06/04/2016,32.1,32.37,32.1,32.1,110.34,35.19
07/04/2016,31.7,32.4,31.7,31.7,110.44,34.86
08/04/2016,31.71,32.17,31.71,31.71,109.66,34.84
11/04/2016,31.39,31.35,31.39,31.39,106.86,34.61
12/04/2016,31.75,31.66,31.75,31.75,107.92,35.03
13/04/2016,31.68,31.74,31.68,31.68,108.19,35
14/04/2016,31.68,31.48,31.68,31.68,107.31,34.98
15/04/2016,31.78,31.46,31.78,31.78,107.24,34.97
18/04/2016,31.78,31.46,31.78,31.78,107.24,35.06
19/04/2016,31.79,31.03,31.79,31.79,105.77,35.74
20/04/2016,32.3,31.14,32.3,32.3,106.15,36.09
21/04/2016,32.96,31.36,32.96,32.96,106.9,37
22/04/2016,33.44,31.56,33.44,33.44,107.58,37.51
25/04/2016,33.63,31.49,32.56,33.63,107.34,37.7
26/04/2016,35.07,31.99,35.07,35.07,109.04,39.28
27/04/2016,35.82,32.13,35.82,35.82,109.52,40.29
28/04/2016,33.88,32.06,33.88,33.88,109.28,38.12
29/04/2016,33.5,31.99,33.5,33.5,109.04,37.93
02/05/2016,35.16,32.85,34.81,35.16,106.93,38.07
03/05/2016,35.09,33.12,35.09,35.09,107.81,38.1
04/05/2016,35.95,33.68,35.95,35.95,109.63,38.88
05/05/2016,36.25,33.54,36.25,36.25,109.17,39.25
06/05/2016,35.94,33.65,35.94,35.94,109.53,39.04
09/05/2016,36.76,34.25,36.76,36.76,111.49,39.71
10/05/2016,36.75,34.54,36.75,36.75,112.43,39.78
11/05/2016,37.26,34.5,37.26,37.26,112.3,39.86
12/05/2016,37.74,34.61,37.74,37.74,112.66,40.47
13/05/2016,37.5,35.08,37.5,37.5,114.19,40.1
16/05/2016,38.05,35.22,38.05,38.05,114.64,40.52
17/05/2016,38.04,34.95,38.04,38.04,113.76,40.71
18/05/2016,37.95,35.04,37.95,37.95,114.06,40.73
19/05/2016,37.8,35.13,37.8,37.8,114.35,40.59
20/05/2016,37.65,34.8,37.65,37.65,113.28,40.48
23/05/2016,36.93,34.43,36.93,36.93,112.07,40.06
24/05/2016,36.79,34.37,36.79,36.79,111.88,39.93
25/05/2016,37.53,34.54,37.53,37.53,112.43,40.28
26/05/2016,37.53,34.48,37.53,37.53,112.23,40.46
27/05/2016,37.18,34.35,37.18,37.18,111.81,40.36
30/05/2016,39.56,34.78,39.56,39.56,113.21,41.83
31/05/2016,40.25,40.25,40.25,40.25,115.19,43.57
01/06/2016,47.41,39.44,47.41,47.41,112.87,43.42
02/06/2016,47.73,39.71,47.73,47.73,113.64,43.82
03/06/2016,49.28,40.48,49.28,49.28,115.84,44.43
06/06/2016,49.55,39.88,49.55,49.55,114.13,44.68
07/06/2016,48.87,38.53,48.87,48.87,110.26,43.86
08/06/2016,47.4,38.17,47.4,47.4,109.23,43.27
09/06/2016,46.28,38.42,46.28,46.28,109.95,42.66
10/06/2016,45.83,38.04,45.83,45.83,108.86,42.1
13/06/2016,45.82,37.44,45.82,45.82,107.14,41.7
14/06/2016,46.21,37.44,46.21,46.21,107.14,42.07
15/06/2016,46.13,37.35,46.13,46.13,106.89,42.1
16/06/2016,45.94,36.77,45.94,45.94,105.23,41.97
17/06/2016,46.26,37.2,46.26,46.26,106.46,42.62
20/06/2016,45.29,36.52,45.29,45.29,104.51,42.15
21/06/2016,45.74,36.97,45.74,45.74,105.8,42.69
22/06/2016,45.98,36.46,45.98,45.98,104.34,42.85
23/06/2016,45.98,36.88,45.98,45.98,105.54,43.03
24/06/2016,45.2,36.6,45.2,45.2,104.74,42.56
27/06/2016,42.95,36.61,42.95,42.95,104.77,41.46
28/06/2016,42.62,36.55,42.62,42.62,104.6,41.25
29/06/2016,42.92,36.79,42.92,42.92,105.28,41.44
30/06/2016,42.68,42.68,42.68,40.7,104.7,42.41
01/07/2016,41.28,43.66,41.28,41.28,107.1,42.9
04/07/2016,42.94,45.57,42.94,42.94,111.78,44.21
05/07/2016,42.63,45.51,42.63,42.63,111.64,44.05
06/07/2016,42.33,45.01,42.33,42.33,110.41,43.49
07/07/2016,43.15,46.03,43.15,43.15,112.91,44.23
08/07/2016,42.88,45.68,42.88,42.88,112.05,43.91
11/07/2016,42.9,46.28,42.9,42.9,113.53,44.01
12/07/2016,42.8,46.09,42.8,42.8,113.06,43.85
13/07/2016,42.72,46.45,42.72,42.72,113.94,43.92
14/07/2016,43.05,46.61,43.05,43.05,114.34,44.13
15/07/2016,43.52,47.42,43.52,43.52,116.32,44.42
18/07/2016,42.7,46.17,42.7,42.7,113.26,44.49
19/07/2016,42.43,45.24,42.43,42.43,110.97,44.13
20/07/2016,41.89,44.28,41.89,41.89,108.62,43.7
21/07/2016,41.85,43.6,41.85,41.85,106.95,43.51
22/07/2016,41.95,43.78,41.95,41.95,107.39,43.56
25/07/2016,40.9,42.92,40.9,40.9,105.28,43.12
26/07/2016,40.78,42.67,40.78,40.78,104.67,43
27/07/2016,40.45,42.68,40.45,40.45,104.7,42.58
28/07/2016,40.09,42.66,40.09,40.09,104.65,42.37
29/07/2016,39.6,42.73,39.6,39.6,104.82,42.35
01/08/2016,40.43,39.5,40.43,40.43,104.55,42.12
02/08/2016,40.4,39.46,40.4,40.4,104.45,41.89
03/08/2016,39.94,38.84,39.94,39.94,102.81,41.45
04/08/2016,39.74,38.1,39.74,39.74,100.85,41.35
05/08/2016,39.56,38.16,39.56,39.56,101.01,41.27
08/08/2016,39.73,38.37,39.73,39.73,101.56,41.49
09/08/2016,39.4,37.73,39.4,39.4,99.87,41.25
10/08/2016,39.15,37.67,39.15,39.15,99.71,41.19
11/08/2016,38.75,37.83,38.75,38.75,100.13,41.12
12/08/2016,38.7,37.62,38.7,38.7,99.58,41.2
15/08/2016,37.74,37.42,37.74,37.74,99.05,40.85
16/08/2016,38,37.14,38,38,98.31,40.69
17/08/2016,38.22,36.96,38.22,38.22,97.83,40.77
18/08/2016,38.57,37.3,38.57,38.57,98.73,41.04
19/08/2016,37.2,36.87,37.2,37.2,97.59,40.44
22/08/2016,36.93,36.87,36.93,36.93,97.59,40.12
23/08/2016,38.23,36.83,38.23,38.23,97.49,40.56
24/08/2016,37.98,36.66,37.98,37.98,97.04,40.35
25/08/2016,38.15,36.75,38.15,38.15,97.27,40.25
26/08/2016,38.37,36.68,38.37,38.37,97.09,40.42
29/08/2016,39.21,37.03,39.21,39.21,98.02,40.86
30/08/2016,38.95,37.08,38.95,38.95,98.15,40.71
31/08/2016,39.95,39.95,39.95,39.95,100.67,41.78
01/09/2016,40.17,40.19,40.17,40.17,101.27,41.55
02/09/2016,40.37,40.28,40.37,40.37,101.5,41.6
05/09/2016,41.32,42.45,41.32,41.32,106.97,42.72
06/09/2016,41.29,44.32,41.29,41.29,111.68,43.19
07/09/2016,40.31,42.26,40.31,40.31,106.49,42.37
08/09/2016,39.93,41.76,39.93,39.93,105.23,42.05
09/09/2016,39.85,41.6,39.85,39.85,104.82,41.97
12/09/2016,39.92,41.41,39.92,39.92,104.35,41.94
13/09/2016,39.82,41.02,39.82,39.82,103.36,42.07
14/09/2016,39.61,41.43,39.61,39.61,104.4,42.11
15/09/2016,39.81,41.35,39.81,39.81,104.2,42.42
16/09/2016,40.67,42.2,40.67,40.67,106.34,43.27
19/09/2016,41.11,41.94,41.11,41.11,105.68,43.45
20/09/2016,41.38,42.13,41.38,41.38,106.16,43.45
21/09/2016,41.94,42.01,41.94,41.94,105.86,43.78
22/09/2016,42.85,42.44,42.85,42.85,106.94,44.87
23/09/2016,43.06,42.54,43.06,43.06,107.19,45.26
26/09/2016,43.3,42.85,43.3,43.3,107.97,45.49
27/09/2016,42.92,42.89,42.92,42.92,108.08,45.2
28/09/2016,44.28,42.91,44.28,44.28,108.13,46.81
29/09/2016,44.9,42.89,44.9,44.9,108.08,47.16
30/09/2016,45.3,45.3,45.3,45.3,109.04,49.24
03/10/2016,53.22,47.47,53.22,53.22,114.26,51.99
